Figure Name,Food Items ,Portion Size (g),Error Checking ==>,Food Items Count,Portion Count,Equals
e388,Jujube,14,,1,1,True
e389,Jujube,14,,1,1,True
e390,Jujube,14,,1,1,True
e391,Jujube,14,,1,1,True
e392,Jujube,14,,1,1,True
e393,Jujube,15,,1,1,True
e394,Jujube,15,,1,1,True
e395,Jujube,15,,1,1,True
e396,Jujube,15,,1,1,True
e397,Jujube,15,,1,1,True
e398,Jujube,17,,1,1,True
e399,Jujube,17,,1,1,True
e400,Jujube,17,,1,1,True
e401,Jujube,17,,1,1,True
e402,Jujube,17,,1,1,True
e403,Jujube,6,,1,1,True
e404,Jujube,6,,1,1,True
e405,Jujube,6,,1,1,True
e406,Jujube,6,,1,1,True
e407,Jujube,6,,1,1,True
e408,Jujube,8,,1,1,True
e409,Jujube,8,,1,1,True
e410,Jujube,8,,1,1,True
e411,Jujube,8,,1,1,True
e412,Jujube,8,,1,1,True
e413,Jujube,10,,1,1,True
e414,Jujube,10,,1,1,True
e415,Jujube,10,,1,1,True
e416,Jujube,10,,1,1,True
e417,Jujube,10,,1,1,True
e418,Garlic,11,,1,1,True
e419,Garlic,11,,1,1,True
e420,Garlic,11,,1,1,True
e421,Garlic,6,,1,1,True
e422,Garlic,6,,1,1,True
e423,Garlic,6,,1,1,True
e424,Garlic,7,,1,1,True
e425,Garlic,7,,1,1,True
e426,Garlic,7,,1,1,True
e427,Garlic,10,,1,1,True
e428,Garlic,10,,1,1,True
e429,Garlic,10,,1,1,True
e430,Garlic,13,,1,1,True
e431,Garlic,13,,1,1,True
e432,Garlic,13,,1,1,True
